Created Date,Complaint Type,Incident Zip
01/01/2014 12:00:00 AM,GENERAL CONSTRUCTION,11203
01/01/2014 12:00:00 AM,GENERAL CONSTRUCTION,10451
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,NONCONST,10467
01/01/2014 12:00:00 AM,PLUMBING,10467
01/01/2014 12:00:00 AM,PLUMBING,10467
01/01/2014 12:00:00 AM,GENERAL CONSTRUCTION,10451
01/01/2014 12:00:00 AM,GENERAL CONSTRUCTION,10467
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,PAINT - PLASTER,10451
01/01/2014 12:00:00 AM,PAINT - PLASTER,11203
01/01/2014 12:00:00 AM,NONCONST,10467
01/01/2014 12:00:00 AM,NONCONST,10467
01/01/2014 12:00:00 AM,PLUMBING,11203
01/01/2014 12:00:00 AM,PLUMBING,10467
01/01/2014 12:00:00 AM,GENERAL CONSTRUCTION,11203
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,PAINT - PLASTER,11203
01/01/2014 12:00:00 AM,PAINT - PLASTER,10451
01/01/2014 12:00:00 AM,NONCONST,10467
01/01/2014 12:00:00 AM,NONCONST,10467
01/01/2014 12:00:00 AM,PLUMBING,10467
01/01/2014 12:00:00 AM,PLUMBING,11203
01/01/2014 12:00:00 AM,APPLIANCE,10451
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,PLUMBING,10467
01/01/2014 12:00:00 AM,PLUMBING,10467
01/01/2014 12:00:00 AM,PLUMBING,10467
01/01/2014 12:00:00 AM,ELECTRIC,10467
01/01/2014 12:00:00 AM,GENERAL CONSTRUCTION,11203
01/01/2014 12:00:00 AM,GENERAL CONSTRUCTION,10451
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,PLUMBING,11203
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,PLUMBING,11203
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,PAINT - PLASTER,11203
01/01/2014 12:00:00 AM,HEATING,10451
01/01/2014 12:00:00 AM,PAINT - PLASTER,10451
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,PAINT - PLASTER,10467
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10461
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,PLUMBING,10451
01/01/2014 12:00:00 AM,APPLIANCE,11203
01/01/2014 12:00:00 AM,ELECTRIC,11203
01/01/2014 12:00:00 AM,GENERAL CONSTRUCTION,10467
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,10467
01/01/2014 12:00:00 AM,HEATING,10457
01/01/2014 12:00:00 AM,HEATING,11203
01/01/2014 12:00:00 AM,HEATING,10451
12/31/2013 11:49:00 PM,Traffic Signal Condition,11203
12/31/2013 09:53:00 PM,Traffic Signal Condition,11203
12/31/2013 08:55:22 PM,Street Sign - Damaged,11203
12/31/2013 08:49:00 PM,Dirty Conditions,11203
12/31/2013 08:43:38 PM,Street Sign - Damaged,11203
12/31/2013 08:40:05 PM,Street Sign - Damaged,11203
12/31/2013 08:38:42 PM,Street Sign - Damaged,11203
12/31/2013 08:36:43 PM,Street Sign - Damaged,11203
12/31/2013 08:34:00 PM,Street Sign - Damaged,11203
12/31/2013 08:23:24 PM,Illegal Parking,10461
12/31/2013 08:20:00 PM,Dirty Conditions,11203
12/31/2013 08:16:00 PM,Dirty Conditions,11203
12/31/2013 07:55:28 PM,Street Sign - Damaged,10467
12/31/2013 07:26:00 PM,Water System,11203
12/31/2013 05:58:42 PM,Blocked Driveway,10461
12/31/2013 05:35:13 PM,Blocked Driveway,10467
12/31/2013 04:35:42 PM,Elevator,10467
12/31/2013 04:35:25 PM,Street Condition,11203
12/31/2013 03:08:00 PM,Noise,11203
12/31/2013 02:57:12 PM,Indoor Sewage,10451
12/31/2013 02:55:00 PM,Traffic Signal Condition,11203
12/31/2013 02:39:21 PM,Root/Sewer/Sidewalk Condition,11203
12/31/2013 02:18:38 PM,Street Sign - Damaged,11203
12/31/2013 02:16:42 PM,Street Sign - Damaged,11203
12/31/2013 02:14:43 PM,Street Sign - Damaged,11203
12/31/2013 01:55:00 PM,Water System,11203
12/31/2013 01:51:00 PM,Derelict Vehicles,11203
12/31/2013 01:34:00 PM,Sanitation Condition,10467
12/31/2013 01:24:00 PM,Street Condition,10461
12/31/2013 01:13:00 PM,Sanitation Condition,10451
12/31/2013 12:50:10 PM,Fire Alarm - New System,10461
12/31/2013 12:45:11 PM,Fire Alarm - New System,10461
12/31/2013 12:26:38 PM,Sidewalk Condition,10467
12/31/2013 12:17:59 PM,General Construction/Plumbing,11203
12/31/2013 12:16:06 PM,Illegal Parking,10457
12/31/2013 11:58:01 AM,SCRIE,10467
12/31/2013 11:35:00 AM,Hazardous Materials,10451
12/31/2013 11:17:38 AM,Illegal Parking,10457
12/31/2013 11:01:04 AM,Elevator,10457
12/31/2013 11:01:04 AM,Elevator,10467
12/31/2013 10:24:47 AM,Blocked Driveway,11203
12/31/2013 10:19:00 AM,Water System,10461
12/31/2013 10:04:00 AM,Water System,10457
12/31/2013 09:50:00 AM,Traffic Signal Condition,10461
12/31/2013 09:43:01 AM,Boilers,11203
12/31/2013 09:15:05 AM,Animal Abuse,10461
12/31/2013 09:14:50 AM,Illegal Parking,10461
12/31/2013 09:04:00 AM,Air Quality,10467
12/31/2013 08:22:17 AM,Street Condition,10457
12/31/2013 08:05:46 AM,Blocked Driveway,10461
12/31/2013 07:50:58 AM,Blocked Driveway,10467
12/31/2013 07:14:00 AM,Water Conservation,10457
12/31/2013 06:16:00 AM,Sewer,11203
12/31/2013 05:37:00 AM,Noise,10451
12/31/2013 04:37:00 AM,Traffic Signal Condition,11203
12/31/2013 02:46:04 AM,Blocked Driveway,10467
12/31/2013 01:45:22 AM,Blocked Driveway,10467
12/31/2013 01:22:32 AM,Indoor Air Quality,10467
12/31/2013 12:31:21 AM,Blocked Driveway,11203
12/31/2013 12:09:00 AM,Street Light Condition,11203
12/31/2013 12:06:00 AM,Traffic Signal Condition,10467
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,GENERAL,10457
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,PLUMBING,10457
12/31/2013 12:00:00 AM,PAINT - PLASTER,10451
12/31/2013 12:00:00 AM,PLUMBING,10457
12/31/2013 12:00:00 AM,PLUMBING,11203
12/31/2013 12:00:00 AM,PLUMBING,10457
12/31/2013 12:00:00 AM,PLUMBING,10457
12/31/2013 12:00:00 AM,ELECTRIC,10467
12/31/2013 12:00:00 AM,PLUMBING,10457
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,PLUMBING,10457
12/31/2013 12:00:00 AM,PLUMBING,11203
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,NONCONST,11203
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,PLUMBING,10451
12/31/2013 12:00:00 AM,PAINT/PLASTER,10457
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,NONCONST,10451
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
12/31/2013 12:00:00 AM,PLUMBING,11203
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,NONCONST,10451
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,NONCONST,10461
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,PLUMBING,10451
12/31/2013 12:00:00 AM,PLUMBING,11203
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,Rodent,10467
12/31/2013 12:00:00 AM,Rodent,10457
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,Rodent,10457
12/31/2013 12:00:00 AM,Rodent,10457
12/31/2013 12:00:00 AM,NONCONST,10467
12/31/2013 12:00:00 AM,NONCONST,10451
12/31/2013 12:00:00 AM,PLUMBING,11203
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,10461
12/31/2013 12:00:00 AM,PLUMBING,11203
12/31/2013 12:00:00 AM,PLUMBING,10451
12/31/2013 12:00:00 AM,PLUMBING,10457
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,HEATING,10451
12/31/2013 12:00:00 AM,PAINT - PLASTER,10457
12/31/2013 12:00:00 AM,PAINT - PLASTER,10467
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,PAINT - PLASTER,10451
12/31/2013 12:00:00 AM,PAINT - PLASTER,11203
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10461
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/31/2013 12:00:00 AM,ELECTRIC,11203
12/31/2013 12:00:00 AM,PLUMBING,11203
12/31/2013 12:00:00 AM,PLUMBING,11203
12/31/2013 12:00:00 AM,PLUMBING,10457
12/31/2013 12:00:00 AM,PLUMBING,10467
12/31/2013 12:00:00 AM,NONCONST,10457
12/31/2013 12:00:00 AM,NONCONST,11203
12/31/2013 12:00:00 AM,PAINT - PLASTER,10451
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,10467
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,HEATING,10457
12/31/2013 12:00:00 AM,HEATING,11203
12/31/2013 12:00:00 AM,PAINT - PLASTER,10451
12/30/2013 11:40:00 PM,Water System,11203
12/30/2013 10:35:53 PM,Non-Residential Heat,10467
12/30/2013 08:56:00 PM,Dirty Conditions,10467
12/30/2013 08:51:00 PM,Sanitation Condition,10467
12/30/2013 08:49:18 PM,Street Sign - Missing,10461
12/30/2013 08:28:00 PM,Dirty Conditions,10467
12/30/2013 08:13:00 PM,Noise,10467
12/30/2013 08:09:54 PM,Blocked Driveway,11203
12/30/2013 06:33:00 PM,Water System,10467
12/30/2013 06:31:33 PM,Derelict Vehicle,11203
12/30/2013 05:11:00 PM,Dirty Conditions,10467
12/30/2013 04:45:00 PM,Sewer,11203
12/30/2013 04:35:00 PM,Sanitation Condition,10457
12/30/2013 03:59:25 PM,Illegal Parking,11203
12/30/2013 03:46:16 PM,SCRIE,10467
12/30/2013 03:27:22 PM,SCRIE,11203
12/30/2013 03:00:55 PM,Consumer Complaint,10451
12/30/2013 02:58:00 PM,Noise,10467
12/30/2013 02:36:00 PM,Traffic Signal Condition,11203
12/30/2013 02:35:29 PM,Vending,11203
12/30/2013 02:31:00 PM,Street Light Condition,11203
12/30/2013 02:30:00 PM,Street Light Condition,11203
12/30/2013 02:28:00 PM,Dirty Conditions,10467
12/30/2013 01:56:00 PM,Street Light Condition,11203
12/30/2013 01:55:00 PM,Street Light Condition,11203
12/30/2013 01:49:00 PM,Street Light Condition,11203
12/30/2013 01:40:06 PM,Overgrown Tree/Branches,10461
12/30/2013 01:38:38 PM,Overgrown Tree/Branches,10461
12/30/2013 01:32:21 PM,Maintenance or Facility,10467
12/30/2013 01:24:00 PM,Street Light Condition,10467
12/30/2013 01:20:00 PM,Street Light Condition,10461
12/30/2013 01:15:51 PM,SCRIE,10467
12/30/2013 01:15:00 PM,Street Light Condition,10461
12/30/2013 01:12:00 PM,Street Light Condition,10461
12/30/2013 01:11:00 PM,Street Light Condition,10461
12/30/2013 01:00:00 PM,Derelict Vehicles,11203
12/30/2013 12:34:00 PM,SCRIE,10451
12/30/2013 12:26:15 PM,Illegal Parking,10467
12/30/2013 12:24:14 PM,Illegal Parking,10467
12/30/2013 12:10:12 PM,Animal Abuse,10467
12/30/2013 10:36:27 AM,SCRIE,10467
12/30/2013 10:27:28 AM,Street Condition,10467
12/30/2013 10:15:06 AM,Overgrown Tree/Branches,10467
12/30/2013 10:04:45 AM,General Construction/Plumbing,10467
12/30/2013 09:30:18 AM,Blocked Driveway,10451
12/30/2013 09:24:00 AM,Sanitation Condition,11203
12/30/2013 09:09:26 AM,Blocked Driveway,10461
12/30/2013 08:46:35 AM,Street Condition,11203
12/30/2013 08:42:00 AM,Sewer,11203
12/30/2013 08:15:14 AM,Graffiti,11203
12/30/2013 05:56:00 AM,Street Light Condition,10467
12/30/2013 05:54:00 AM,Street Light Condition,10467
12/30/2013 05:39:00 AM,Street Light Condition,10467
12/30/2013 01:39:00 AM,Sanitation Condition,10457
12/30/2013 12:40:26 AM,Noise - Commercial,10461
12/30/2013 12:00:00 AM,HEATING,10461
12/30/2013 12:00:00 AM,HEATING,10457
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,11203
12/30/2013 12:00:00 AM,HEATING,10457
12/30/2013 12:00:00 AM,NONCONST,10467
12/30/2013 12:00:00 AM,PAINT/PLASTER,10467
12/30/2013 12:00:00 AM,PAINT - PLASTER,11203
12/30/2013 12:00:00 AM,PLUMBING,11203
12/30/2013 12:00:00 AM,ELECTRIC,10467
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10451
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10461
12/30/2013 12:00:00 AM,HEATING,11203
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10461
12/30/2013 12:00:00 AM,PAINT - PLASTER,11203
12/30/2013 12:00:00 AM,NONCONST,10467
12/30/2013 12:00:00 AM,PAINT/PLASTER,10467
12/30/2013 12:00:00 AM,PAINT - PLASTER,10467
12/30/2013 12:00:00 AM,PLUMBING,10467
12/30/2013 12:00:00 AM,PLUMBING,10467
12/30/2013 12:00:00 AM,PLUMBING,10467
12/30/2013 12:00:00 AM,PLUMBING,11203
12/30/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
12/30/2013 12:00:00 AM,HEATING,10451
12/30/2013 12:00:00 AM,HEATING,10451
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10461
12/30/2013 12:00:00 AM,HEATING,11203
12/30/2013 12:00:00 AM,PAINT - PLASTER,11203
12/30/2013 12:00:00 AM,HEATING,10457
12/30/2013 12:00:00 AM,PAINT - PLASTER,11203
12/30/2013 12:00:00 AM,Rodent,10451
12/30/2013 12:00:00 AM,Rodent,10457
12/30/2013 12:00:00 AM,PLUMBING,10467
12/30/2013 12:00:00 AM,PLUMBING,11203
12/30/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,HEATING,11203
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,11203
12/30/2013 12:00:00 AM,HEATING,11203
12/30/2013 12:00:00 AM,HEATING,10461
12/30/2013 12:00:00 AM,HEATING,11203
12/30/2013 12:00:00 AM,HEATING,10451
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,PAINT - PLASTER,11203
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,PAINT - PLASTER,11203
12/30/2013 12:00:00 AM,PAINT - PLASTER,11203
12/30/2013 12:00:00 AM,PAINT - PLASTER,10467
12/30/2013 12:00:00 AM,PLUMBING,10467
12/30/2013 12:00:00 AM,PLUMBING,10467
12/30/2013 12:00:00 AM,ELECTRIC,10467
12/30/2013 12:00:00 AM,GENERAL,10467
12/30/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10451
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,HEATING,10461
12/30/2013 12:00:00 AM,HEATING,11203
12/30/2013 12:00:00 AM,HEATING,10467
12/30/2013 12:00:00 AM,NONCONST,11203
12/30/2013 12:00:00 AM,HEATING,10457
12/30/2013 12:00:00 AM,HEATING,10457
12/30/2013 12:00:00 AM,HEATING,10451
12/30/2013 12:00:00 AM,HEATING,10457
12/30/2013 12:00:00 AM,NONCONST,10467
12/30/2013 12:00:00 AM,PAINT/PLASTER,10467
12/30/2013 12:00:00 AM,PLUMBING,10467
12/30/2013 12:00:00 AM,PLUMBING,10467
